catalog,family,catalog_order,family_order,family_puzzle_order,puzzle_name,level_slug,puzzle_string,wrenches,best_track_count_display,best_track_cells,best_additional_segments,best_total_track_segments,submitted_solution_count,example_solution_string,example_solution_steps,example_solution_id,level_url,example_solution_url,thumbnail_url,catalog_url,status
Regular,Kamloops,73,11,7,Fireball Island,fireballIsland,hhGgbG8R1Oaa7Ojh7R5Ojh3R1Oso2Gdby,10,26+8,26,8,34,7449,1zQQBQvJJ4JDt4oJJ5lM4vJJ4J1pQQSQo,13,888463,https://trainyard.ca/solutions/fireballIsland,https://trainyard.ca/75jr,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/fireballIsland_thumb.png,https://trainyard.ca/solutions,ok
Regular,London,74,12,1,Round The Twist,roundTheTwist,hh004Sc07Gbaa2OaJ2Gbao,3,12+4,12,4,16,1020,003C1v4hPM2CQQPpQv,11,284002,https://trainyard.ca/solutions/roundTheTwist,https://trainyard.ca/3Czu,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/roundTheTwist_thumb.png,https://trainyard.ca/solutions,ok
Regular,London,75,12,2,More Is Merrier,moreIsMerrier,hh001OmGG2Sa2GibqGcdii5Gibq0,4,9+2,9,2,11,280,05CQv4EQ1QB2o3h0,12,103518,https://trainyard.ca/solutions/moreIsMerrier,https://trainyard.ca/2B2y,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/moreIsMerrier_thumb.png,https://trainyard.ca/solutions,ok
Regular,London,76,12,3,Three Peas,threePeas,hh4Gecih02OBC6OBCSb5OBC04Gbcqo,4,12+3,12,3,15,797,01J4C1J4H2v3H1JJ3hQPo,13,510,https://trainyard.ca/solutions/threePeas,https://trainyard.ca/2b8,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/threePeas_thumb.png,https://trainyard.ca/solutions,ok
Regular,London,77,12,4,Ackee Tree,akeeTree,hh3OsC6Sa6Gcao6Gibi6Gcaa6Sc6Oav,5,11+1,11,1,12,427,8CQ1v3hv1o4D6J1v4h1o,7,65018,https://trainyard.ca/solutions/akeeTree,https://trainyard.ca/2nK4,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/akeeTree_thumb.png,https://trainyard.ca/solutions,ok
Regular,London,78,12,5,Hookshot,hookshot,hh8Oao3GcaC01Sb01Giaa3Osv,6,20+5,20,5,25,2608,1Cv6J3v2Hv2J2J1zQoCQjnt2h3J6ho,14,497661,https://trainyard.ca/solutions/hookshot,https://trainyard.ca/4QGP,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/hookshot_thumb.png,https://trainyard.ca/solutions,ok
Regular,London,79,12,6,Pick Your Partner,pickYourPartner,hhGcao6Gcao6Gcao2Sc2GiaaRRR1RRR7OjJ1Sd3OBo,7,18+4,18,4,22,2768,1v6PQQv3nQ1uQ4J6J4v1KQQ2hQo,12,400,https://trainyard.ca/solutions/pickYourPartner,https://trainyard.ca/9a,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/pickYourPartner_thumb.png,https://trainyard.ca/solutions,ok
Regular,London,80,12,7,Primer,primer,hh3Osh03Sa004Gbah2Gbah2Gbah,8,15+3,15,3,18,1592,0Hv4C1r4J1hQv2J3JCQjv2J,13,568270,https://trainyard.ca/solutions/primer,https://trainyard.ca/5fdG,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/primer_thumb.png,https://trainyard.ca/solutions,ok
Regular,London,81,12,8,Reunited,reunited,hh1Sc8OBo03OjJ03GiaJ0,9,16+7,16,7,23,5737,C1v4JNs4lnM4hQt1v4mQo4h0,18,1264994,https://trainyard.ca/solutions/reunited,https://trainyard.ca/9dpc,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/reunited_thumb.png,https://trainyard.ca/solutions,ok
Regular,London,82,12,9,Star Stuck,starStuck,hh06Odyy1Gbdco02Pcj6Pad0,10,14+6,14,6,20,6263,9CFzv4J1J3CSUx3J1So3h0,36,4247,https://trainyard.ca/solutions/starStuck,https://trainyard.ca/3mR,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/starStuck_thumb.png,https://trainyard.ca/solutions,ok
Regular,Mississauga,83,13,1,Warm Up,warmUp,hh2GccqhScGicah0009Ocpa1Occh,4,7+1,7,1,8,676,0J6J6J6J5Cjv,10,301,https://trainyard.ca/solutions/warmUp,https://trainyard.ca/7p,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/warmUp_thumb.png,https://trainyard.ca/solutions,ok
Regular,Mississauga,84,13,2,The Numerator,theNumerator,hh2Geah1GeaJ08Sc1Sc08Oav1OaC,5,12+5,12,5,17,1290,9hFx5KSv4h1o5J4CQL,12,1010084,https://trainyard.ca/solutions/theNumerator,https://trainyard.ca/7L7e,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/theNumerator_thumb.png,https://trainyard.ca/solutions,ok
Regular,Mississauga,85,13,3,Drone vs Probe,droneVsProbe,hh3Geah6Sd4PboR3OBo3R7R5Sb2Giah3Gbao,6,13+2,13,2,15,165,8CQ7hQF2hv2J3hv1J5Qp,21,110139,https://trainyard.ca/solutions/droneVsProbe,https://trainyard.ca/2D8M,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/droneVsProbe_thumb.png,https://trainyard.ca/solutions,ok
Regular,Mississauga,86,13,4,Ochos Rios,ochosRios,hh8OaJ04GibxSb05OsC,7,20+8,20,8,28,3817,1CUv5HA4Comv3l2x3hBLJ4hoJ6ho,15,127180,https://trainyard.ca/solutions/ochosRios,https://trainyard.ca/2Jz6,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/ochosRios_thumb.png,https://trainyard.ca/solutions,ok
Regular,Mississauga,87,13,5,Port Credit,portCredit,hhGcah2R3Osa2R1Pcw4R03R3Oaa2R1Pbw1Gcao2R,8,22+4,22,4,26,3001,1v6J2C1vDM2J1JJDQQx1JJJ2J1J1J2h1o1o,27,74526,https://trainyard.ca/solutions/portCredit,https://trainyard.ca/2rLQ,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/portCredit_thumb.png,https://trainyard.ca/solutions,ok
Regular,Mississauga,88,13,6,Turtle,turtle,hhGcah6GcdojSc06PaoPbo5PfoPeo8Ojh,9,17+7,17,7,24,9329,1Qv6Pv4KRjBv2J6J6mQQSo2o,50,294883,https://trainyard.ca/solutions/turtle,https://trainyard.ca/3G3M,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/turtle_thumb.png,https://trainyard.ca/solutions,ok
Regular,Mississauga,89,13,7,Factories,factories,hh8Pco3Peo9Peo3Pco1Gcao5GiaC1Oby3ObO,10,16+4,16,4,20,4290,1CQQQv9hQzQo4J4UQjQT0,23,424,https://trainyard.ca/solutions/factories,https://trainyard.ca/9A,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/factories_thumb.png,https://trainyard.ca/solutions,ok
Regular,Mississauga,90,13,8,Tor,tor,hh1GeaC1GeaJ1Geav1Oja1Ojh1Ojo9Ojo1Oja1Ojh00,10,20+12,20,12,32,7367,8A1A1Vv1J1DQux1M1t1Io1KISQo2ho0,16,653197,https://trainyard.ca/solutions/tor,https://trainyard.ca/5Jif,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/tor_thumb.png,https://trainyard.ca/solutions,ok
Regular,Niagara Falls,91,14,1,Horhey,horhey,hh003GiaaGfaaOmaa00,8,11+5,11,5,16,4536,002C3v2NUuQo2KL5ho,13,1519257,https://trainyard.ca/solutions/horhey,https://trainyard.ca/2aEtB,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/horhey_thumb.png,https://trainyard.ca/solutions,ok
Regular,Niagara Falls,92,14,2,Christmas Eve,christmasEve,hh9OaaGbaCOaa2R1RRR1RR1RRR1RR1RRR1R2OsCGeaaOsC,6,24+10,24,10,34,568,1CBUBBv1J3Ho1J3J2J3J2J3J1Ct3J1hnnSno,13,283694,https://trainyard.ca/solutions/christmasEve,https://trainyard.ca/3CtY,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/christmasEve_thumb.png,https://trainyard.ca/solutions,ok
Regular,Niagara Falls,93,14,3,Candlesticks,candlesticks,hhGeaoGeaoGeah1GeaaGeaaGeah0Sc3RRR1RRR04OaCOaJOav1OavOaJOaC,7,18+10,18,10,28,1373,7hkM1Huo1hn1o5J6J3CIIjBBv,12,2218391,https://trainyard.ca/solutions/candlesticks,https://trainyard.ca/2eDq9,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/candlesticks_thumb.png,https://trainyard.ca/solutions,ok
Regular,Niagara Falls,94,14,4,Argentan,argentan,hh8Ojh6Ojv6Ojh3Gcbk2Ojv6Ojh0,8,13+5,13,5,18,4802,9Qv5UMCQv2Eno1o2t6o0,10,1333,https://trainyard.ca/solutions/argentan,https://trainyard.ca/2rP,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/argentan_thumb.png,https://trainyard.ca/solutions,ok
Regular,Niagara Falls,95,14,5,Wagon Wheels,wagonWheels,hh8Pej1GcaC1Pcx9Gbah1OdWW1Geao9Pbb1Giaa1Pad,8,18+7,18,7,25,2160,01U3CzvNo3J1J3CEQjx3E1C4hQo,30,1698705,https://trainyard.ca/solutions/wagonWheels,https://trainyard.ca/2bFG3,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/wagonWheels_thumb.png,https://trainyard.ca/solutions,ok
Regular,Niagara Falls,96,14,6,Gaius,gaius,hh6OBaGcaaSa0SaGiaaGcaaSa0SaGiaaGcaaSa5Gcaa4SaGiaa,6,21+6,21,6,27,572,1Cv2C3M2J2CjQF4v1mv2Co1H4v1mv2Qo1h,34,81091,https://trainyard.ca/solutions/gaius,https://trainyard.ca/2tS5,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/gaius_thumb.png,https://trainyard.ca/solutions,ok
Regular,Niagara Falls,97,14,7,Machine Gun,machineGun,hhGeaaGeaaGeaaGeaaGeaaGeaaGeaa006Sc03Oaa,11,18+12,18,12,30,10332,7hRwAHuA2hRA1J4DQr4h1t5Ko,58,2562894,https://trainyard.ca/solutions/machineGun,https://trainyard.ca/2gBfY,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/machineGun_thumb.png,https://trainyard.ca/solutions,ok
Regular,Niagara Falls,98,14,8,Humber,humber,hh04OaC5GbbiGcbb2Sc2OBvOsC5Gebq0,9,24+10,24,10,34,7015,7Cv3Cv1JCQFo2PE1pF2lPL1J1hohnQuo,22,133070,https://trainyard.ca/solutions/humber,https://trainyard.ca/2Lsg,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/humber_thumb.png,https://trainyard.ca/solutions,ok
Regular,Niagara Falls,99,14,9,Cooksville Creek,cooksvilleCreek,hhOjo5Gidqq7Sb5SdGbdqq5Gbdqq7Sb5SdGbdqq2Sa2Gbdqq,11,25+12,25,12,37,5380,1v3C1CM3hv1M3C2J3J1CjBFzkv1BjVER2hQ1o,94,2467124,https://trainyard.ca/solutions/cooksvilleCreek,https://trainyard.ca/2g4HN,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/cooksvilleCreek_thumb.png,https://trainyard.ca/solutions,ok
Bonus,Oakville,1,1,1,Rocky Road,rockyRoad,hhOjh2R2GiaC3R1RR3R1RRRR3RR3R1RR3R1RROjo2R2GiaC,10,22+6,22,6,28,1512,1Qv1CQ2Cr1J3hA1J4mQr3CL1J3Do1J3o2hQ,26,2249546,https://trainyard.ca/solutions/rockyRoad,https://trainyard.ca/2ePku,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/rockyRoad_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Oakville,2,1,2,Clown Car,clownCar,hhOsaOshOso3OBa6OBh6OBo3GplGGyyOO3Ojo6Ojh6Oja3OaoOahOaa,10,26+17,26,17,43,7373,5C1NVo2H1hA3H2NU1vhv1MDSxCr1PL1mxJ1Ro,20,1552199,https://trainyard.ca/solutions/clownCar,https://trainyard.ca/2aQXR,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/clownCar_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Oakville,3,1,3,Alleyway,alleyway,hh2Osa1Oso5Osh07RRR1RRRGcaQ2Sa2GiaQRRRRRRR,6,12+3,12,3,15,840,9J1J4HEo4hA6J4QQ1QQ,9,120753,https://trainyard.ca/solutions/alleyway,https://trainyard.ca/2Gwj,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/alleyway_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Oakville,4,1,4,Recycling Garbage,recyclingGarbage,hhOja5OBC07GpdWW07Ojh5OBo,8,17+8,17,8,25,1959,1QQQzQ5J6J6M5HA5mt3QQRpQ,18,2556320,https://trainyard.ca/solutions/recyclingGarbage,https://trainyard.ca/2gzaA,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/recyclingGarbage_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Oakville,5,1,5,Shanimal,shanimal,hh5GibfR5ROta2R1R4R1R4R1R2ObqR5RGcbt,11,24+6,24,6,30,3521,3CQ2CBQA3Ko1J2JJ2J2JJ2J2J3NQFo2QpQo,35,2552681,https://trainyard.ca/solutions/shanimal,https://trainyard.ca/2gxZB,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/shanimal_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Oakville,6,1,6,Cayman,cayman,hhGcah6GcfojbSc06PaoPbo5PcoPco8Ojh,11,18+8,18,8,26,4553,1QQv5BA4mSnTv2J6J6mQQno2o,68,555270,https://trainyard.ca/solutions/cayman,https://trainyard.ca/5b5y,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/cayman_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Oakville,7,1,7,Pwr Ovrwhlmng,pwrOvrwhlmng,hh3GeahGeah2GcaoSc1Sb02Sb3OBC7GcahSa1Sb6GbaoGbao,11,16+8,16,8,24,1968,9v1A3Hkno3J1QQQ2mEIv4o1t,19,286,https://trainyard.ca/solutions/pwrOvrwhlmng,https://trainyard.ca/78,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/pwrOvrwhlmng_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Oakville,8,1,8,Axiom,axiom,hh2Pcx1Pbj09Sc07GbaCGbaC1Odyy1GbaCGbaC,8,22+8,22,8,30,2195,CF5JJJ4hPwQv3hw1o4JJ3CUjPQTv,22,35927,https://trainyard.ca/solutions/axiom,https://trainyard.ca/2dtz,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/axiom_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Oakville,9,1,9,Jagd,jagd,hh8Ojh1R4OjJ1R4Ojh1R1Gcbm2OjJ1R4Ojh1R0,9,17+10,17,10,27,3775,2CQIQv2L1DTr2L1hur2L3o2L6o0,47,2549258,https://trainyard.ca/solutions/jagd,https://trainyard.ca/2gwUu,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/jagd_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Peterborough,10,2,1,A Barrel Roll,aBarrelRoll,hh06OEqq1Odbb5GpbN5Ovbb1Omqq0,12,24+12,24,12,36,4193,8CQQIzvCV3lrhL3Kt1J1J1pt1huRQQo,112,2550188,https://trainyard.ca/solutions/aBarrelRoll,https://trainyard.ca/2gxd6,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/aBarrelRoll_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Peterborough,11,2,2,Klickers,klickers,hhRGcbA5OvboR7R7R7R7R,6,24+5,24,5,29,2340,2v6hv3Kv1hv2HEv1hv1hunv1hv3hv1J4hQo,27,4253,https://trainyard.ca/solutions/klickers,https://trainyard.ca/3mX,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/klickers_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Peterborough,12,2,3,Hazard,hazard,hhROsh7R1R1Oah6RR2R2OBh5R1Ojh2R8RGbah,8,19+5,19,5,24,1912,5Cv1J3J2J2CM2lv1lu2JhQA3o2hQv,11,2552,https://trainyard.ca/solutions/hazard,https://trainyard.ca/2PA,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/hazard_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Peterborough,13,2,4,Squelchen,squelchen,hh5GibDR5ROtO2RPao5Pck1Pew5PboR2ObOR5RGcbc,11,21+9,21,9,30,2220,1CQBQ3NQA3Ct4JJN1P1Qomnv6Ko5o,54,2527978,https://trainyard.ca/solutions/squelchen,https://trainyard.ca/2gq8u,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/squelchen_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Peterborough,14,2,5,Mini-Yo-We,miniyowe,hh04OjC1PawPcw2GiaJOjC1PcwPaw2GiaJOjC1PawPcw2GiaJ0,11,13+7,13,7,20,2652,05Q2zQ2I2uz2p2QP5Ct5ho,15,1511610,https://trainyard.ca/solutions/miniyowe,https://trainyard.ca/2aC34,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/miniyowe_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Peterborough,15,2,6,Asymmetric,asymmetric,hh02Geaa4Sa3Oav1RRR1Osv3Sc4Gbah0,11,15+5,15,5,20,2036,04Cv3J2J3J2lB1IxJ2hjoho,13,2708,https://trainyard.ca/solutions/asymmetric,https://trainyard.ca/2Sn,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/asymmetric_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Peterborough,16,2,7,Lorne Park,lornePark,hhOja5OBoOjh5OBhOjo5OBa3Gecbo3Ojo5OBaOjh5OBhOja5OBo,12,24+17,24,17,41,3418,1v3C2M3N2M3N2lv1Cx2LKjLK2LhIMK2o1hpp,34,717068,https://trainyard.ca/solutions/lornePark,https://trainyard.ca/66EN,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/lornePark_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Peterborough,17,2,8,Adama,adama,hh4OsC1OBvGcaaSa0SaGiahGcahSa0SaGiaaGcaaSa5Gcav4SaGiao,13,24+12,24,12,36,2748,1Cv2C3kQMJ2CA1N4M1Kv2Ct1K4kQkv2QSQj,26,1291172,https://trainyard.ca/solutions/adama,https://trainyard.ca/9mJE,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/adama_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Peterborough,18,2,9,Tonelympics,tonelympics,hhRGcav5OsaRGcaJ5OshRGcav5OsoRGcaJ5OsaR7R,13,24+10,24,10,34,3071,2Qv6RFQvJ3jBLhM3pM1hM3J2hM2J3hQQo,24,2732502,https://trainyard.ca/solutions/tonelympics,https://trainyard.ca/2hzkG,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/tonelympics_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Quebec City,19,3,1,Picnic,picnic,hh04Oka5GiavOki5GibOOkq5GiaC0,7,13+9,13,9,22,2423,05v1CIB2A1JlV2nQunS0,14,611433,https://trainyard.ca/solutions/picnic,https://trainyard.ca/5uYt,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/picnic_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Quebec City,20,3,2,Spindle,spindle,hh01R3RGbaCOaaGcao4OBhROjC4GiaaOsoGeahR3R6R,8,22+8,22,8,30,1128,Cv1CQv1NRUr1J1J4M1hT3jv1h4J3hRQo,21,2747,https://trainyard.ca/solutions/spindle,https://trainyard.ca/2T5,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/spindle_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Quebec City,21,3,3,Fire Eyed,fireEyed,hh3Geav3Oah5Oaa8OBa3Ojh8Osh5Osa3Gbav,7,30+8,30,8,38,1067,Cv3Cv1hQACo4No2C1CM2vhISjQBo1KQv1J1ho3ho,14,1141885,https://trainyard.ca/solutions/fireEyed,https://trainyard.ca/8w8P,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/fireEyed_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Quebec City,22,3,4,Rebelt,rebelt,hh2GeahGebqGeav09ScPdx9OjC5OBC,10,16+11,16,11,27,2659,9NVo4Ho4Cj5DUnr3nnQjQ,27,2549683,https://trainyard.ca/solutions/rebelt,https://trainyard.ca/2gx45,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/rebelt_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Quebec City,23,3,5,RGB,rgb,hh04GbaoGbaCGbaa1GbaaGbaCGbaoOsaOsCOso1OsoOsCOsa0,11,19+11,19,11,30,2318,7CUUzTBv3J6J3hRnjkRA4hQo,15,4124,https://trainyard.ca/solutions/rgb,https://trainyard.ca/3jE,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/rgb_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Quebec City,24,3,6,Dr. Linus,drLinus,hh0GbaJ5ObiROba3RRRRR3OsaROso5Geby0,11,23+12,23,12,35,2162,1CzBv2Cnr1J2J6J6J6hIM1HUv1hpSRSo,34,2682770,https://trainyard.ca/solutions/drLinus,https://trainyard.ca/2hhuC,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/drLinus_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Quebec City,25,3,7,Glockenspiel,glockenspiel,hhPbj2Sc2OuGC04Sb2Gpiacqih2Sd04Pcb2Sa2Pav,11,13+5,13,5,18,2644,02Co4CPv4rD5hwt5JJ5h,24,3017,https://trainyard.ca/solutions/glockenspiel,https://trainyard.ca/2XT,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/glockenspiel_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Quebec City,26,3,8,Jamboree,jamboree,hhPcj03PcoGebp6SdGfaCOmaa3PboGbbp02Pbb,12,19+9,19,9,28,2172,1v5KRv6hQTv1D3LJ3NQSo1DIo5o,30,1119194,https://trainyard.ca/solutions/jamboree,https://trainyard.ca/8nTC,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/jamboree_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Quebec City,27,3,9,Licorice Allsorts,licoriceAllsorts,hh001GbaJGbaCGbavGbaoGbahGbaa1OsaOshOsoOsvOsCOsJ0,13,23+15,23,15,38,2571,Cv5DRUUv2KIPtKBv6J6JhRRRRRo,26,979800,https://trainyard.ca/solutions/licoriceAllsorts,https://trainyard.ca/7Ass,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/licoriceAllsorts_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Regina,28,4,1,Sangre Grande,sangreGrande,hh8OsaOsaOsaOsaOao009GbbJ,7,16+7,16,7,23,1894,5Cv6J1NsSSQo1DM5JJ4Cno0,20,658667,https://trainyard.ca/solutions/sangreGrande,https://trainyard.ca/5L3V,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/sangreGrande_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Regina,29,4,2,The Variable,theVariable,hh8Oka3OBa9Giav3Gcbb9Ojh3OCi,7,18+6,18,6,24,1306,9UFQ2CQMmQQvh1hr2o3J5QpQ,14,5494,https://trainyard.ca/solutions/theVariable,https://trainyard.ca/3L8,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/theVariable_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Regina,30,4,3,Orff,orff,hhGeaaGeahGeah1GeahGeahGeao05Sc3Sc05OaaOahOao1OaaOahOao,8,23+15,23,15,38,2238,7hRRFSuo3J3C1vDv2DSRRL2KBv1KBv,30,2572683,https://trainyard.ca/solutions/orff,https://trainyard.ca/2gEnM,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/orff_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Regina,31,4,4,Somewhere,somewhere,hhGcfdlt5Pax5Pfc5Pco5Pec5Pbo5Pdc5Pab5Ofdlt,10,22+12,22,12,34,2196,1QTBzT3Dnx1J2J2HM2J1hSL6J2hQQQM,29,2556147,https://trainyard.ca/solutions/somewhere,https://trainyard.ca/2gz7v,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/somewhere_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Regina,32,4,5,U-Sector,usector,hh9RRRR1OaJGbav5RR2Sb2OsCGebq7RRRR,11,27+9,27,9,36,727,CzQQQQvlt4J4CIo5r5hnvNL4JhnQQQQo,29,1263426,https://trainyard.ca/solutions/usector,https://trainyard.ca/9cTc,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/usector_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Regina,33,4,6,Taking Trash,takingTrash,hhOja6Ojh6Ojo9Sa9Giaa6GiahGdcWQ5Giao,11,18+11,18,11,29,2527,1Uv5VM5swv4HS1Qv1CL3K1lo3m6h,42,2533338,https://trainyard.ca/solutions/takingTrash,https://trainyard.ca/2grQc,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/takingTrash_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Regina,34,4,7,The Quotient,theQuotient,hh2Gedqa1GebD08Sc1Sc06Oav1OaJ1OaC1OaC,12,19+8,19,8,27,2577,9mzo3CSL4h1o5KvCQvCQPjx1J,14,2729010,https://trainyard.ca/solutions/theQuotient,https://trainyard.ca/2hyek,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/theQuotient_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Regina,35,4,8,Trinidad,trinidad,hhOja5OBh0Sd3GcaC1ScGpdbpSa5Sb0Ojo5OBC,13,19+9,19,9,28,2688,1UQzQQ2NTr4mS5p7J5Co5pQQQQ,21,2468204,https://trainyard.ca/solutions/trinidad,https://trainyard.ca/2g556,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/trinidad_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,Regina,36,4,9,The Denominator,theDenominator,hh06ScGkbcSc08Oah1Oah2ROavROaCROavGbah,15,23+14,23,14,37,3108,7Cv5HS3v1hIRTPr1CnIEskvhv1J1DL,27,2441273,https://trainyard.ca/solutions/theDenominator,https://trainyard.ca/2fUub,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/theDenominator_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,St. John's,37,5,1,Back To Basics,backToBasics,hh05Obi1ROso08Osa4GcdyG,6,16+4,16,4,20,1579,8Cv6J6lvJ3CSjx3J1Co3oho,13,1284337,https://trainyard.ca/solutions/backToBasics,https://trainyard.ca/9jyB,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/backToBasics_thumb.png,https://trainyard.ca/bonusSolutions,ok
Bonus,St. John's,38,5,2,The Constant,theConstant,hh8Oka3OBa2RR1RR2GiavR1RGcbb2RR1RR2Ojh3OCi,8,29+8,29,8,37,620,2CQQQv2SFQ1J3J2JC2J2rJ2J2JJ1IAC1JhQnupQo,14,2520955,https://trainyard.ca/solutions/theConstant,https://trainyard.ca/2gmT5,https://s3.amazonaws.com/TrainyardSiteMisc/images/puzzles/theConstant_thumb.png,https://trainyard.ca/bonusSolutions,ok
